Column1;datetime;username;origin_text;text;like;retweet;reply;neg;neu;pos;compound;sentiment
1571;2020-05-11;Agenparl;Webinar:  #Indonesia  Update on Agribusiness & Food   #Covid -19 and beyond -     #Austrade   #Australian   #Coronavirus   #Covid19   #Covidagenparl   # Iorestoacasa   #Pandemic   #Trends;webinar indonesia update agribusiness food  covid 19 beyond austrade australian coronavirus covid19 covidagenparl iorestoacasa pandemic trends;0;0;0;0;10;0;0;Neutral
1572;2020-05-11;bpolitics;Indonesian  President Joko Widodo is expressing disappointment over the slow progress in ramping up  coronavirus  testing  ;indonesian president joko widodo expressing disappointment slow progress ramping coronavirus testing;3;2;0;156;711;133;-128;Negative
1573;2020-05-11;BloombergAsia;Indonesian  President Joko Widodo is expressing disappointment over the slow progress in ramping up  coronavirus  testing  ;indonesian president joko widodo expressing disappointment slow progress ramping coronavirus testing;1;2;0;156;711;133;-128;Negative
1574;2020-05-11;CekFaktaDulu;"Covid-19 update!
 Indonesia :
249,105 suspected infections,
31,994 patients suspected of covid,
14,265 confirmed cases,
991 deaths,
2,881 recoveries.

WORLDoMeter DATA:
4,207,386 cases,
284,335 deaths
 #coronavirus 
 #Corona 
 #COVID19 
 #CoronaPandemic 
 #COVID19Pandemic 
 #PSBB";covid19 update indonesia 249105 suspected infections 31994 patients suspected covid 14265 confirmed cases 991 deaths 2881 recoveries worldometer data 4207386 cases 284335 deaths coronavirus corona covid19 coronapandemic covid19pandemic psbb;1;0;0;124;876;0;-4753;Negative
1575;2020-05-11;basulashaf84;"Forgein Tablighi jamath members from France  Indonesia  Ethiopia Myanmar Bangladesh are detained in Indian jail illegally for spreading  coronavirus .Following countries should take action on their citizens.
 @OIC_OCI   @MJALSHRIKA   @AbdulHamidAhmad   @lawyer_ahmadQ8   @alnassar";forgein tablighi jamath members france indonesia ethiopia myanmar bangladesh detained indian jail illegally spreading coronavirus following countries take action citizens oicoci mjalshrika abdulhamidahmad lawyerahmadq8 alnassar;0;0;0;8;92;0;-4019;Negative
1576;2020-05-11;Agenparl;IsDB Financed Projects at the frontline of  #Indonesia s  #Covid  19 Response Efforts -     #Agenparl   #Coronavirus   #Covid19   #Covidagenparl   #Education   #Hospitals   # Iorestoacasa   #University ;isdb financed projects frontline indonesia  covid 19 response efforts agenparl coronavirus covid19 covidagenparl education hospitals iorestoacasa university;0;0;0;0;10;0;0;Neutral
1577;2020-05-11;H_e_r_o4;Indonesia  reported on Monday 233 new  coronavirus  infections, taking the total of cases in the Southeast Asian country to 14,265, said health ministry official Achmad Yurianto.;indonesia reported monday 233 new coronavirus infections taking total cases southeast asian country 14265 said health ministry official achmad yurianto;0;0;0;0;10;0;0;Neutral
1578;2020-05-11;NorbertElekes;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;301;86;25;0;10;0;0;Neutral
1579;2020-05-11;AapActive123;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;0;0;0;0;10;0;0;Neutral
1580;2020-05-11;From_the_god;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;0;0;0;0;10;0;0;Neutral
1581;2020-05-11;banguBarik;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;0;0;1;0;10;0;0;Neutral
1582;2020-05-11;blklivematterfr;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;4;2;0;0;10;0;0;Neutral
1583;2020-05-11;Coronavirus010;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;0;0;0;0;10;0;0;Neutral
1584;2020-05-11;AsiaNewsEN;"Indonesian  leaders to pray with the pope against the  coronavirus 
 ";indonesian leaders pray pope coronavirus;0;0;0;0;796;204;3182;Positive
1585;2020-05-11;inquirerdotnet;Indonesia  is drawing up a $1.0 billion rescue plan for struggling national airline Garuda after the  coronavirus  forced the company to ground most of its planes, Bloomberg News reported.  #AsiaNewsNetwork ;indonesia drawing 10 billion rescue plan struggling national airline garuda coronavirus forced company ground planes bloomberg news reported asianewsnetwork;16;4;0;161;748;91;-3612;Negative
1586;2020-05-11;d_chungster;They said we had the plague:  Indonesia s first  coronavirus  patients  ;said plague indonesia  first coronavirus patients;0;0;0;0;10;0;0;Neutral
1587;2020-05-11;business;Indonesian  President Joko Widodo is expressing disappointment over the slow progress in ramping up  coronavirus  testing  ;indonesian president joko widodo expressing disappointment slow progress ramping coronavirus testing;21;13;1;164;697;139;-128;Negative
1588;2020-05-11;trtworld;Vendors and customers at a traditional market in  Indonesia  are now required to wear masks, sit apart and wash hands to curb the spread of new  coronavirus   ;vendors customers traditional market indonesia required wear masks sit apart wash hands curb spread new coronavirus;48;14;0;0;10;0;0;Neutral
1589;2020-05-11;saleemgadafi;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases  #COVID19";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases covid19;3;0;0;0;10;0;0;Neutral
1590;2020-05-11;BUBLOO_GS;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases
- India: 4213 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases india 4213 new cases;1;3;0;0;10;0;0;Neutral
1591;2020-05-11;ryagallasairm;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;0;0;0;0;10;0;0;Neutral
1592;2020-05-11;TupdateVa;"#Indonesia 
The latest value added tax facility in  Indonesia 
  
 #Coronavirus   #GST   #VAT   #SalesTax   #Tax  
Subscribe:  ";indonesia latest value added tax facility indonesia coronavirus gst vat salestax tax subscribe;0;0;0;0;87;13;34;Positive
1593;2020-05-11;imlibragurl;Feelin so bored and keep waiting you to concert in  indonesia  after u rescheduled coz  corona virus    can i cry?!;feelin bored keep waiting concert indonesia u rescheduled coz corona virus cry;0;0;0;243;757;0;-6989;Negative
1594;2020-05-11;AJBlackston;Indonesia  reports 233 new  coronavirus  infections, 18 deaths     ;indonesia reports 233 new coronavirus infections 18 deaths;0;0;0;0;10;0;0;Neutral
1595;2020-05-11;hstaeles;"indonesia : 14,000 confirmed cases, 991 deaths
gov: œunder 45 can now go back to work like normal to decrease number of unemployments
 coronavirus : am i a joke to you";indonesia 14000 confirmed cases 991 deaths gov œ 45 go back work like normal decrease number unemployments  coronavirus joke;0;0;0;0;824;176;6124;Positive
1596;2020-05-11;GEanalyst;Indonesian  villagers block  coronavirus  burials, fearing contamination    via  @SCMPNews;indonesian villagers block coronavirus burials fearing contamination via scmpnews;2;2;0;452;548;0;-765;Negative
1597;2020-05-11;AmazingFact_co;"Coronavirus  update, Asia:

- Bangladesh: 1,034 new cases
- Singapore: 486 new cases
- Philippines: 292 new cases
- Afghanistan: 285 new cases
-  Indonesia : 233 new cases
- Malaysia: 70 new cases
- South Korea: 35 new cases
- China: 17 new cases";coronavirus update asia bangladesh 1034 new cases singapore 486 new cases philippines 292 new cases afghanistan 285 new cases indonesia 233 new cases malaysia 70 new cases south korea 35 new cases china 17 new cases;5;0;0;0;10;0;0;Neutral
1598;2020-05-11;IndonesiaAust;"Australians turned ""Macca's"" into a popular fast food chain but few remember its 1971 opening. In  Indonesia  the launch of the first ""McD"" in Jakarta on 23 Feb 1991 was such a big deal, that thousands just broke  #coronavirus  rules to see it finally close:  ";australians turned maccas popular fast food chain remember 1971 opening indonesia launch first mcd jakarta 23 feb 1991 big deal thousands broke coronavirus rules see finally close;2;2;0;76;885;39;-4215;Negative
1599;2020-05-11;summervilleguy;Indonesia  uses 'haunted house' to spook  coronavirus  rule-breakers     #FoxNews;indonesia uses haunted house spook coronavirus rulebreakers foxnews;1;0;0;256;744;0;-4767;Negative
1600;2020-05-11;etribune;"Indonesian  village of Kepuh village deployed a cast of ""ghosts"" to patrol the streets, hoping that age-old superstition will keep people indoors and safely away from the  coronavirus .

Find out more about the pocong here:   ";indonesian village kepuh village deployed cast ghosts patrol streets hoping ageold superstition keep people indoors safely away coronavirus find pocong;5;3;1;0;854;146;7184;Positive
1601;2020-05-11;FluTrackers;"Indonesia  - Cases 14,265; Deaths 991    h/t Commonground  #coronavirus";indonesia cases 14265 deaths 991 ht commonground coronavirus;4;5;0;0;10;0;0;Neutral
1602;2020-05-11;WillySukamoto;"Everyone impacted.
.
Haryanto, a 45-year-old horse-drawn buggy driver, brushes his horse under a highway bridge, amid the spread of the  coronavirus  disease (COVID-19), in Jakarta,  Indonesia , May 11, 2020.  ";everyone impacted haryanto 45yearold horsedrawn buggy driver brushes horse highway bridge amid spread coronavirus disease covid19 jakarta indonesia may 11 2020;0;0;0;0;10;0;0;Neutral
1603;2020-05-11;drpatfarrell;Coronavirus  survivors: they said we brought the plague to  Indonesia , say countrys first patients | South China Morning Post  ;coronavirus survivors said brought plague indonesia say country  first patients south china morning post;1;1;0;0;10;0;0;Neutral
1604;2020-05-11;westpapuanews;[wp]  Coronavirus :  Indonesian  officials in talks to ease lockdown from June - ETAN     #WestPapua;wp coronavirus indonesian officials talks ease lockdown june etan westpapua;3;2;0;0;857;143;3612;Positive
1605;2020-05-11;actindonesia;[indonesia-act]  Coronavirus :  Indonesian  officials in talks to ease lockdown from June - ETAN     #Indonesia;indonesiaact coronavirus indonesian officials talks ease lockdown june etan indonesia;0;1;0;0;857;143;3612;Positive
1606;2020-05-11;TheArtsCatalyst;Great initiative from Publishing BodiesofPower/PowerforBodies. Support refugees in Jakarta,  Indonesia  during the  coronavirus  pandemic by downloading this colouring book for children and making a donation:  ;great initiative publishing bodiesofpowerpowerforbodies support refugees jakarta indonesia coronavirus pandemic downloading colouring book children making donation;0;1;0;0;772;228;7783;Positive
1607;2020-05-11;PortCalls;"#Indonesia  is finalizing a US$1-billion bailout plan for its flag carrier to help it stave off a debt default after the  #coronavirus  crisis forced the airline to ground most of its planes. - The Jakarta Post

 @PtGaruda  
 #airlines   #aviation ";indonesia finalizing us1billion bailout plan flag carrier help stave debt default coronavirus crisis forced airline ground planes jakarta post ptgaruda airlines aviation;0;0;0;231;713;57;-8074;Negative
1608;2020-05-11;thekangbae2;"11/5/2020  #COVID19   #coronavirus   #Southeast   #Asia   

Singapore : 23,822 [+486] [21 deaths](+1)
 Indonesia  : 14,265 [+233] [991 deaths](+18)
Philippines : 11,086 [+292] [726 deaths](+7)
Malaysia : 6726 [+70] [109 deaths](+1)
Thailand : 3015 [+6] [56 deaths]";1152020 covid19 coronavirus southeast asia singapore 23822 486 21 deaths1 indonesia 14265 233 991 deaths18 philippines 11086 292 726 deaths7 malaysia 6726 70 109 deaths1 thailand 3015 6 56 deaths;3;2;1;0;10;0;0;Neutral
1609;2020-05-11;thekangbae2;"11/5/2020 'RECOVERED'  #COVID19   #coronavirus   #Southeast   #Asia  

Singapore : 3,225 [+504]
 Indonesia  : 2,881 [+183]
Malaysia : 5,113 [+88]
Philippines : 1,999 [+75]
Vietnam : 249 [+8] 
Thailand : 2,796 [+2]
Brunei : 134 [+2] 
Cambodia : 120";1152020 recovered covid19 coronavirus southeast asia singapore 3225 504 indonesia 2881 183 malaysia 5113 88 philippines 1999 75 vietnam 249 8 thailand 2796 2 brunei 134 2 cambodia 120;2;2;1;0;10;0;0;Neutral
